id,classification,code,description,distributed_to,implanted,name,number,quantity_in_commerce,risk_class,slug,country,manufacturer_id,created_at,updated_at,device_type,device_age_years,is_implanted,quantity_in_commerce_log,risk_class_clean,risk_class_encoded,manufacturer_device_count,manufacturer_name,parent_company,previous_event_count,events_last_1_year,events_last_3_years,events_last_5_years,previous_recall_count,previous_high_severity_event_count,days_since_last_event,recent_event_frequency,manufacturer_event_count,manufacturer_recall_count,manufacturer_event_rate,future_event,device_id,temperature,vibration,power_consumption,voltage,operating_hours,error_rate,battery_health,health_score,rolling_temp_mean_5,rolling_vib_mean_5,rolling_power_mean_5,temperature_change_rate,vibration_change_rate,power_change_rate,voltage_variability,telemetry_failure_label,telemetry_anomaly_score,failure_risk_score,risk_level,anomaly_score,maintenance_priority_score,priority_level
2039,,,Lacrimal duct,,,Strip meniscus tri tube,,0.0,,jpn-strip-meniscus-tri-tube,JPN,1178,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,1,"Echo Electric Co., Ltd.",,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2039,36.88,0.175,114.94,220.4,1864,0.41,89.0,94.0,36.774,0.13479999999999998,115.66199999999999,0.15000000000000568,0.055999999999999994,-0.8400000000000034,0.18873261509348335,0,11.3,80.0,CRITICAL,11.3,42.3,MODERATE
2040,,,Impedance audiometer,,,Impedance Audiometer RS-M1,,0.0,,jpn-impedance-audiometer-rs-m1,JPN,1179,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,2,Rion Corporation,Rion Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2040,48.68,1.868,171.99,222.48,1924,11.62,56.5,0.0,46.980000000000004,1.6338000000000001,150.47,1.1599999999999966,0.14300000000000002,16.49000000000001,3.184889323037751,1,43.5,75.9,HIGH,43.5,48.7,MODERATE
2041,,,Navigation unit for neurosurgical operation,,,Stealthstation navigation system accessories (2),,0.0,,jpn-stealthstation-navigation-system-accessories-2,JPN,1029,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,32,"Japan Medtronic Co., Ltd.",Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2041,36.47,0.156,126.12,217.41,1058,0.7,90.0,94.9,36.514,0.1528,125.84200000000001,0.240000000000002,0.040999999999999995,0.9699999999999989,0.3899743581314182,0,36.2,65.0,HIGH,36.2,42.5,MODERATE
2042,Cardiovascular Devices,,Temporary use Defibrillator with pacing function,,,Lifepak 15,,0.0,,jpn-cardiovascular-devices-lifepak-15,JPN,1096,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,6,"Physio Control Japan Co., Ltd.",Stryker,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2042,37.12,0.147,126.05,221.62,797,0.88,90.2,92.9,36.903999999999996,0.1832,122.362,0.39000000000000057,-0.04200000000000001,3.0600000000000023,0.22622997148918378,0,48.6,55.0,MODERATE,48.6,41.6,MODERATE
2043,,,Contact lens with color for single use vision correction,,,My day,,0.0,,jpn-my-day,JPN,1180,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Cooper Vision Japan Co., Ltd.",,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2043,35.97,0.122,115.32,218.39,2155,0.16,90.5,98.6,36.010000000000005,0.14579999999999999,117.21,-0.12000000000000455,-0.07800000000000001,-6.950000000000003,0.3379792893063159,0,31.0,75.1,HIGH,31.0,45.3,MODERATE
2044,,,Double Energy Bone X-ray Absorption Measurement Integrated Device,,,Dichromascan DCS-900FX,,0.0,,jpn-dichromascan-dcs-900fx,JPN,1052,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,19,"Hitachi, Ltd.",Hitachi Ltd,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2044,36.06,0.185,128.61,219.65,542,0.48,91.6,96.4,35.97,0.1758,128.68,0.0,-0.022999999999999993,-1.4399999999999977,0.5925369186810338,0,16.6,37.6,MODERATE,16.6,26.7,LOW
2045,,,Stationary incubator,,,Ohmeda Giraffe Omnibed,,0.0,,jpn-ohmeda-giraffe-omnibed,JPN,1181,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,2,"Air Water Co., Ltd.",Air Water Inc.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2045,36.74,0.197,129.14,221.29,2830,0.57,91.4,94.2,36.565999999999995,0.17839999999999998,127.76199999999999,0.21000000000000085,0.07700000000000001,0.10999999999998522,0.33634803403626046,0,31.2,70.5,HIGH,31.2,43.5,MODERATE
2046,,,CO2 laser,,,Pure YM Laser F,,0.0,,jpn-pure-ym-laser-f,JPN,1069,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Surgical,0.0,0,0.0,Class IIB,3,2,"Yoshida Seisakusho Co., Ltd.",,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2046,48.38,1.918,178.3,213.68,1082,12.04,59.0,0.0,47.096000000000004,1.7294,173.3,0.7000000000000028,0.10399999999999987,12.200000000000017,2.564170431153142,1,65.4,73.2,HIGH,65.4,56.9,MODERATE
2047,,,Blood cell counter,,,Fully automated hemocytometer MEK-9100 Celltac G,,0.0,,jpn-fully-automated-hemocytometer-mek-9100-celltac-g,JPN,1031,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,13,Nihon Kohden Corporation,Nihon Kohden Corp.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2047,36.36,0.164,110.37,219.5,2624,0.44,88.8,95.4,36.178,0.151,109.646,0.519999999999996,0.05,-2.8900000000000006,0.3773857442989053,0,20.5,45.5,MODERATE,20.5,30.8,MODERATE
2048,,,(1) - (3) Central monitor with analysis function,,,(1) Wireless central unit ORG - 9100 (2) Central monitor CNS - 9601 (3) Central monitor CNS - 6101,,0.0,,jpn-1-wireless-central-unit-org-9100-2-central-monitor-cns-9601-3-central-monitor-cns-6101,JPN,1031,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Monitoring,0.0,0,0.0,Class IIB,3,13,Nihon Kohden Corporation,Nihon Kohden Corp.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2048,36.32,0.17,131.49,221.8,1458,1.12,90.7,93.9,36.467999999999996,0.15619999999999998,128.098,-0.4299999999999997,-0.03999999999999998,4.950000000000003,0.7780102827083886,0,66.2,36.1,MODERATE,66.2,42.2,MODERATE
2049,,,(1) Collimator for automatic iris accelerator with motor (2) - (3) General purpose image diagnostic equipment workstation,,,(1) Novaris radiation treatment planning system (2) iPlan station (3) BrainLab iPlan Net Server,,0.0,,jpn-1-novaris-radiation-treatment-planning-system-2-iplan-station-3-brainlab-iplan-net-server,JPN,1148,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,4,"Brain Lab Co., Ltd.",Brainlab AG,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2049,36.55,0.187,119.32,219.57,673,0.23,93.3,96.4,36.576,0.1638,119.904,0.23999999999999488,0.023999999999999994,-0.6100000000000136,0.4947019304591604,0,21.6,61.0,HIGH,21.6,37.3,MODERATE
2050,,,Arm type X-ray CT diagnostic device,,,Auger Solio Series,,0.0,,jpn-auger-solio-series,JPN,1182,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Asahi X-ray Industrial Co., Ltd.",,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2050,36.69,0.215,116.53,219.65,1449,0.75,92.0,93.6,36.53,0.1694,118.332,0.0,0.07799999999999999,-2.950000000000003,0.38460369212998224,0,22.3,75.1,HIGH,22.3,43.1,MODERATE
2051,,,Intravascular catheter for central circulatory system occlusion,,,Balloon catheter for aortic occlusion,,0.0,,jpn-balloon-catheter-for-aortic-occlusion,JPN,1050,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Infusion,0.0,0,0.0,Class III,4,5,"Akita Sumitomo Bakko Co., Ltd.",,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2051,37.19,0.184,126.34,219.51,434,0.33,92.8,94.4,37.134,0.182,125.93400000000001,-0.020000000000003126,-0.010000000000000009,1.7600000000000051,0.36294627701619625,0,19.7,44.3,MODERATE,19.7,37.6,MODERATE
2052,,,Ventilator for neonates and children,,,Humming vue,,0.0,,jpn-humming-vue,JPN,1183,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,2,"METRAN Co., Ltd.",Metran Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2052,37.8,0.145,129.02,219.97,1927,0.34,92.1,93.4,37.565999999999995,0.144,126.96599999999998,0.18999999999999773,-0.017000000000000015,2.2900000000000063,0.5653759810957225,0,36.6,67.8,HIGH,36.6,43.8,MODERATE
2053,,,Short term use nasopharyngeal airway,,,Nastent Classic,,0.0,,jpn-nastent-classic,JPN,1184,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Surgical,0.0,0,0.0,Class III,4,1,"seven dreamers laboratories Co., Ltd.",Seven Dreamers Laboratories Inc.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2053,35.82,0.194,127.06,218.32,476,0.28,89.3,96.8,35.742,0.1968,127.622,-0.28999999999999915,-0.033,0.7400000000000091,0.4562126697056992,0,27.7,76.8,HIGH,27.7,52.6,MODERATE
2054,,,Intermittent urinary catheter,,,Urodynamic catheter,,0.0,,jpn-urodynamic-catheter,JPN,1185,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Infusion,0.0,0,0.0,Class III,4,2,Edup TechnoMed Corporation,,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2054,36.58,0.227,119.29,221.85,2052,0.5,88.9,93.5,36.664,0.1834,121.48600000000002,-0.3400000000000034,-0.0010000000000000009,-3.759999999999991,0.36670151349570485,0,27.2,72.5,HIGH,27.2,50.8,MODERATE
2055,Cardiovascular Devices,,Semi-automatic defibrillator,,,Lifepak 1000,,0.0,,jpn-cardiovascular-devices-lifepak-1000,JPN,1096,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,6,"Physio Control Japan Co., Ltd.",Stryker,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2055,47.07,1.891,141.23,215.76,1531,11.63,55.3,0.0,45.72,1.6996000000000002,147.624,0.46000000000000085,0.1439999999999999,-10.650000000000006,3.0287670758907974,1,74.7,47.5,MODERATE,74.7,45.2,MODERATE
2056,,,Pulse oximeter,,,Bed side SpO 2 monitoring system JP,,0.0,,jpn-bed-side-spo-2-monitoring-system-jp,JPN,1030,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Monitoring,0.0,0,0.0,Class IIB,3,19,"Covidien Japan Co., Ltd.",Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2056,48.31,1.933,165.92,219.7,871,11.78,59.9,0.0,47.190000000000005,1.7356000000000003,160.332,0.6600000000000037,0.07000000000000006,14.819999999999993,2.3628965275694997,1,47.0,39.0,MODERATE,47.0,38.6,MODERATE
2057,,,Shaving system,,,Dyonics Power Disposable Blade,,0.0,,jpn-dyonics-power-disposable-blade,JPN,1186,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Surgical,0.0,0,0.0,Class IIA,2,4,"Smith & Nephew Co., Ltd.",Smith & Nephew plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2057,35.71,0.189,115.71,219.39,866,0.36,88.3,96.6,36.08,0.1936,112.576,-0.5600000000000023,0.0040000000000000036,6.640000000000001,0.3543585754571332,0,19.6,67.4,HIGH,19.6,39.4,MODERATE
2058,,,Discrete method Clinical chemistry automatic analyzer,,,LABOSPECT 008 α Hitachi Automatic Analyzer,,0.0,,jpn-labospect-008-hitachi-automatic-analyzer,JPN,1187,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Imaging,0.0,0,0.0,Class IIA,2,4,Hitachi High-Technologies Corporation,Hitachi Ltd,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2058,47.36,1.851,147.45,223.17,1868,11.95,56.8,0.0,46.038,1.6738,152.756,0.759999999999998,0.08699999999999997,-15.450000000000017,2.0672276120447712,1,62.3,67.9,HIGH,62.3,50.2,MODERATE
2059,,,Universal blood gas analyzer,,,Blood gas system ABL9,,0.0,,jpn-blood-gas-system-abl9,JPN,1142,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Diagnostic,0.0,0,0.0,Class IIA,2,6,"Radiometer Co., Ltd.",Danaher Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2059,36.69,0.138,116.81,218.54,2802,0.35,91.9,96.3,36.45,0.189,117.63000000000002,0.17999999999999972,-0.10099999999999998,0.6099999999999994,0.4352240802161028,0,11.9,48.7,MODERATE,11.9,30.0,MODERATE
2060,,,Absorptive coronary stent,,,Absorb GT1 bioresorbable scaffold system,,0.0,,jpn-absorb-gt1-bioresorbable-scaffold-system,JPN,1188,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,2,"Abbott Vascular Japan Co., Ltd.",Abbott Laboratories,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2060,36.87,0.167,119.82,220.74,2207,0.35,92.8,95.5,36.754000000000005,0.1506,119.84200000000001,-0.020000000000003126,0.02200000000000002,0.7799999999999869,0.9909439943811315,0,12.7,63.8,HIGH,12.7,36.2,MODERATE
2061,,,Active equipment for high frequency treatment,,,Force electrosurgical instruments (Rapallow&#39;s handset pencil grip),,0.0,,jpn-force-electrosurgical-instruments-rapallow-39-s-handset-pencil-grip,JPN,1030,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Surgical,0.0,0,0.0,Class IIA,2,19,"Covidien Japan Co., Ltd.",Medtronic plc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2061,35.21,0.189,112.71,219.35,2250,0.48,92.1,98.6,35.25599999999999,0.18159999999999998,114.56199999999998,-0.10000000000000142,0.0050000000000000044,-2.6000000000000085,0.2141961717676677,0,27.5,52.3,MODERATE,27.5,35.3,MODERATE
2062,,,Circuit system for heart-lung machine,,,Capiox Custom Pack,,0.0,,jpn-capiox-custom-pack,JPN,1104,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,10,Terumo Corporation,Terumo Corp.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2062,36.52,0.21,126.13,220.5,613,1.04,89.9,92.6,36.444,0.20299999999999999,123.492,0.04000000000000625,-0.0040000000000000036,3.799999999999997,0.4910397132616693,0,35.8,36.7,MODERATE,35.8,31.1,MODERATE
2063,,,Ophthalmic laser corneal surgical device,,,VISUMAX FEMTOSECOND laser,,0.0,,jpn-visumax-femtosecond-laser,JPN,1189,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Surgical,0.0,0,0.0,Class IIB,3,4,"Carl Zeiss Meditech Co., Ltd.",Carl-Zeiss-Stiftung,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2063,36.23,0.183,118.78,220.07,1680,0.45,91.5,96.1,36.302,0.1808,119.33399999999999,-0.11000000000000654,0.009000000000000008,0.25,0.5541931071385865,0,5.0,65.7,HIGH,5.0,38.8,MODERATE
2064,,,High pressure steam sterilizer for small package,,,Compact high-pressure steam sterilizer HS33 series,,0.0,,jpn-compact-high-pressure-steam-sterilizer-hs33-series,JPN,1092,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Imaging,0.0,0,0.0,Class IIA,2,9,"Getinge Group Japan Co., Ltd.",Getinge AB,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2064,36.65,0.166,112.43,221.7,2902,0.28,91.0,95.8,36.646,0.1656,112.29400000000001,-0.20000000000000284,0.033,0.6600000000000108,0.5303489417355569,0,23.9,41.2,MODERATE,23.9,30.0,MODERATE
2065,,,Adult ventilator,,,V60 ventilator,,0.0,,jpn-v60-ventilator,JPN,1190,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Respiratory,0.0,0,0.0,Class IIB,3,3,Philips · Respironics LLC,Philips,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2065,36.63,0.164,117.67,218.33,1838,0.44,92.7,95.9,36.692,0.1834,120.71,0.03999999999999915,-0.095,-4.739999999999995,0.42622763870960695,0,21.4,69.7,HIGH,21.4,44.5,MODERATE
2066,,,Single-use bone surgical instrument,,,Accumulated guide pin (sterilized),,0.0,,jpn-accumulated-guide-pin-sterilized,JPN,1110,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,11,Japan Medical Next Ltd.,,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2066,36.5,0.151,123.61,219.47,2165,0.43,90.4,95.8,36.55,0.1846,126.14000000000001,0.13000000000000256,-0.022999999999999993,-4.170000000000002,0.19034179782693103,0,8.2,40.6,MODERATE,8.2,25.8,LOW
2067,,,Emergency bandage plaster,,,Injection patch,,0.0,,jpn-injection-patch,JPN,1191,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Infusion,0.0,0,0.0,Class IIA,2,1,"Nichiban Co., Ltd.",Nichiban Co. Ltd.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2067,36.85,0.19,124.51,219.76,1517,0.24,93.0,95.5,36.624,0.19180000000000003,124.43400000000001,0.28000000000000114,0.0030000000000000027,0.4300000000000068,0.49411537114323656,0,14.9,71.1,HIGH,14.9,39.7,MODERATE
2068,,,Continuous positive airway pressure unit,,,Prisma Line,,0.0,,jpn-prisma-line,JPN,1192,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Emergo Japan Co., Ltd.",,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2068,48.53,1.884,163.79,221.07,1727,12.1,56.8,0.0,47.192,1.7088,156.824,0.6899999999999977,0.123,15.359999999999985,3.3680365199921005,1,37.9,70.0,HIGH,37.9,45.0,MODERATE
2069,,,Catheter for thermodilution,,,Zeon Thermodilution Catheter,,0.0,,jpn-zeon-thermodilution-catheter,JPN,1193,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Infusion,0.0,0,0.0,Class III,4,3,"ZEON Medical Co., Ltd.",Zeon Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2069,36.6,0.196,120.68,220.76,539,0.52,91.0,94.6,36.636,0.1758,119.994,-0.04999999999999716,0.04200000000000001,1.8800000000000097,0.41167948697983736,0,6.3,69.3,HIGH,6.3,44.3,MODERATE
2070,,,Glycohemoglobin analyzer,,,Adams A1c HA-8181,,0.0,,jpn-adams-a1c-ha-8181,JPN,1082,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,4,"Arkray Factory Co., Ltd.",Arkray Inc.,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2070,48.12,1.876,155.41,215.25,2991,11.82,56.0,0.0,47.403999999999996,1.7625999999999997,162.4,0.259999999999998,0.020999999999999908,-14.990000000000009,4.700457424549231,1,46.3,64.0,HIGH,46.3,44.7,MODERATE
2071,,,Dental filling / restorative material auxiliary equipment,,,Point,,0.0,,jpn-point,JPN,1194,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,2,Eiko Corporation,Eiko Corporation,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2071,37.21,0.193,120.19,220.59,1617,0.28,88.5,93.1,37.315999999999995,0.19019999999999998,121.83,0.060000000000002274,-0.006000000000000005,-1.960000000000008,0.6257954937517753,0,14.5,66.9,HIGH,14.5,37.9,MODERATE
2072,,,General purpose ultrasound diagnostic imaging equipment,,,Digital Color Ultrasound Diagnostic System WS80A,,0.0,,jpn-digital-color-ultrasound-diagnostic-system-ws80a,JPN,1195,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Imaging,0.0,0,0.0,Class IIA,2,1,Samsung Electronics Japan Ltd.,"Samsung Electronics Co., Ltd.",0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2072,36.19,0.164,135.09,219.34,1212,0.18,88.8,96.6,36.298,0.1468,134.868,-0.3100000000000023,0.064,-2.259999999999991,0.4260516400625015,0,46.2,72.7,HIGH,46.2,48.1,MODERATE
2073,,,Body surface myoelectric potential electrode,,,Electrode for EMG measurement (for LB),,0.0,,jpn-electrode-for-emg-measurement-for-lb,JPN,1185,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,2,Edup TechnoMed Corporation,,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2073,49.16,1.918,159.0,217.24,2355,11.93,56.5,0.0,48.288,1.7872,149.564,0.1599999999999966,0.05799999999999983,8.449999999999989,4.989856711369567,1,49.9,66.9,HIGH,49.9,46.7,MODERATE
2074,,,(1) - (6) Linear accelerator system,,,(1) CLINAC 2100 CD medical linac (2) CLINAC 21 EX medical linac (3) CLINAC 23 EX medical linac (4) CLINAC iX medical linac (5) Novalis Tx medical linac (6) Trilogy medical linac,,0.0,,jpn-1-clinac-2100-cd-medical-linac-2-clinac-21-ex-medical-linac-3-clinac-23-ex-medical-linac,JPN,1196,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Varian Medical Systems Co., Ltd.",Varian Medical Systems Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2074,36.45,0.193,114.65,221.27,2963,0.19,88.9,95.3,36.39,0.2084,115.78399999999999,0.17999999999999972,-0.036000000000000004,-1.8399999999999892,0.2984627279912981,0,18.6,72.0,HIGH,18.6,41.0,MODERATE
2075,,,Mobile digital general-purpose X-ray diagnostic device,,,Carestream DRX - Revolution Mobile X - Ray System,,0.0,,jpn-carestream-drx-revolution-mobile-x-ray-system,JPN,1197,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,1,"Carestream Health Co., Ltd.",ONEX Corp,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2075,36.66,0.169,124.36,220.7,855,0.27,89.2,95.2,36.632,0.20259999999999997,124.29400000000001,-0.21000000000000085,-0.023999999999999994,1.4299999999999926,0.5946679745873915,0,9.1,75.0,HIGH,9.1,39.8,MODERATE
2076,,,Cardiac Catheter Introducer Kit,,,MOBICATH,,0.0,,jpn-mobicath,JPN,1046,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,35,"Johnson & Johnson Co., Ltd.",Johnson & Johnson,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2076,48.59,1.898,154.18,224.18,2192,11.61,56.8,0.0,47.014,1.6637999999999997,149.172,0.6800000000000068,0.15399999999999991,7.8300000000000125,3.002354076387402,1,42.9,58.9,MODERATE,42.9,41.8,MODERATE
2077,,,Universal blood gas analyzer,,,Cobas b 123 POC system,,0.0,,jpn-cobas-b-123-poc-system,JPN,1198,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Other,0.0,0,0.0,Class IIA,2,9,Roche Diagnostics Corporation,Roche Holding AG,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2077,36.31,0.19,116.77,219.95,2587,0.28,91.0,96.1,36.574,0.2024,119.72200000000001,-0.7899999999999991,0.0,-5.439999999999998,0.31862203313654563,0,3.6,47.8,MODERATE,3.6,27.5,LOW
2078,,,Surgical Robot Surgical Unit,,,da Vinci Si Surgical System,,0.0,,jpn-da-vinci-si-surgical-system,JPN,1113,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Surgical,0.0,0,0.0,Class IIA,2,5,Intuitive Surgical Limited Liability Company,Intuitive Surgical Inc,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2078,36.77,0.146,120.16,218.77,2842,0.14,91.9,96.6,36.878,0.16379999999999997,120.56599999999999,0.15000000000000568,-0.020000000000000018,-1.7800000000000011,0.26109385285754505,0,18.1,47.6,MODERATE,18.1,31.1,MODERATE
2079,,,(1) - (4) Discrete method Clinical chemistry automatic analyzer,,,(1) LABOSPECT 008 Hitachi Automatic Analyzer (2) LABOSPECT 008K Hitachi Automatic Analyzer (3) LABOSPECT 006 Hitachi Automatic Analyzer (4) LABOSPECT 003 Hitachi Automatic Analyzer,,0.0,,jpn-1-labospect-008-hitachi-automatic-analyzer-2-labospect-008k-hitachi-automatic-analyzer-3,JPN,1187,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Imaging,0.0,0,0.0,Class IIA,2,4,Hitachi High-Technologies Corporation,Hitachi Ltd,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2079,36.69,0.176,116.89,221.06,593,0.19,89.1,95.2,36.660000000000004,0.1732,117.554,-0.010000000000005116,0.00799999999999998,-0.39000000000000057,0.40404207701671,0,13.1,62.8,HIGH,13.1,35.9,MODERATE
2080,,,Dental Implant System,,,Legacy 1 Implant,,0.0,,jpn-legacy-1-implant,JPN,1199,2022-08-04 08:28:37 UTC,2022-08-04 08:28:37 UTC,Implantable,0.0,0,0.0,Class III,4,2,"Im Ratex Co., Ltd.",,0.0,0.0,0.0,0.0,0.0,0.0,3650.0,0.0,0.0,0.0,0.0,1,2080,37.06,0.125,120.72,220.82,1088,0.6,89.7,94.2,36.878,0.162,120.006,0.2700000000000031,-0.04100000000000001,1.4699999999999989,0.22807893370484578,0,18.1,70.5,HIGH,18.1,47.7,MODERATE
